class_0_source_fc2_collect_0_dim,class_0_source_fc2_collect_1_dim,class_0_source_fc2_collect_2_dim,class_1_source_fc2_collect_0_dim,class_1_source_fc2_collect_1_dim,class_1_source_fc2_collect_2_dim,class_0_target_fc2_collect_0_dim,class_0_target_fc2_collect_1_dim,class_0_target_fc2_collect_2_dim,class_1_target_fc2_collect_0_dim,class_1_target_fc2_collect_1_dim,class_1_target_fc2_collect_2_dim
2.4332843,-0.04024838,-1.6355257,6.074158,0.8021955,-19.09011,4.638828,4.124564,19.874224,5.1775403,3.8759806,-12.808264
4.2112164,4.3289356,-2.2996526,6.354269,0.96084446,-17.794815,3.4192286,-9.712003,-28.618202,5.325456,-1.9590454,-17.823252
3.2421055,1.4639746,-3.5042133,3.1316748,-4.9934273,-14.991756,-1.2079698,-3.2416003,-14.138323,6.5252376,0.5671467,-22.595037
5.965033,9.830026,29.37211,5.1750865,1.9712107,-17.591562,1.2961212,-5.5088863,-14.765089,4.28183,2.2399073,-17.22414
3.926742,0.93805814,6.2942934,4.3661814,-2.035963,-25.445448,4.9062867,4.1883645,-13.162279,3.0032654,-1.015017,-15.854721
3.4319859,1.3651943,9.303396,5.225966,3.1928816,-10.134844,0.7466692,-5.787004,-15.299698,-3.2031298,-6.5072494,-21.926731
6.0519605,8.328676,20.078121,5.2993207,3.2636304,-14.278938,4.5053706,-2.1994307,-23.941284,-1.7028421,-4.717391,-19.811117
1.2154609,1.9530624,-0.64891195,3.4622965,0.7067005,-18.631132,-1.9390367,-2.5669925,-3.1970315,7.088092,2.782154,-25.96411
4.371626,8.079085,35.439342,1.2422665,-1.1683412,-25.008827,4.9831448,0.09358139,-21.39496,2.3162384,-3.647714,-31.68715
6.1622143,5.6575174,17.86101,5.8991075,-1.6148546,-21.523438,2.8675995,-0.39013132,-2.144795,-2.2918673,-7.2539654,-30.18874
4.6861877,2.2577834,9.94205,4.9191957,2.2601688,-18.250898,3.8192396,-2.1364384,-7.6077914,2.9359508,-2.2109509,-25.838573
2.6867719,0.63793486,6.892184,-2.9920988,-4.843029,-13.071651,3.0362015,2.8736236,13.943804,4.5338483,-2.1536496,-24.389593
2.904086,-0.2869499,-4.39922,3.6840072,-0.9890205,-12.973507,4.8592324,0.32493827,-0.95986843,0.87581956,-8.374957,-29.729794
4.1817584,3.163997,11.457367,4.3889565,0.41706464,-17.350294,2.9525065,-3.1314185,-26.784313,4.8709702,1.6976638,-23.783985
4.67481,7.8159175,32.127464,4.8964524,1.6443443,-9.259333,4.871559,0.3669652,2.0932522,3.393674,-3.8096175,-32.396618
5.2225075,4.7432175,9.472092,4.6803303,1.0383636,13.216423,4.7513585,10.610122,48.939434,4.919266,0.9065768,-16.218456
6.483667,6.291644,8.929604,3.2308803,-1.7664444,-7.379663,3.5843472,0.7427692,-14.856159,1.6500906,-3.3727958,-23.981787
4.1541004,6.2610354,26.22219,-0.6134747,-4.261498,-22.059486,2.862906,-0.4187105,-15.98189,3.737123,-3.037771,-30.123577
5.8577847,3.4862647,-3.0516553,4.405849,-3.427293,-20.210676,2.0208335,-4.164979,-29.23342,2.490705,-2.6870644,-27.42244
2.505046,0.020469623,8.091961,7.0485005,3.1968498,-16.275043,4.5999393,5.749599,2.9813666,7.1146855,2.8185422,-26.558798
3.6569304,4.0233345,11.09127,2.7981763,-5.055796,-20.026188,4.505744,-3.4144154,-35.8887,4.920902,-1.5011343,-14.323982
-2.9547973,-4.0860286,-6.2259173,3.5591474,0.1190085,-24.277924,1.7683535,-2.2528014,-14.32716,2.9317427,-3.9827895,-15.043385
4.463259,1.5925474,0.9226072,0.47026742,-0.60463005,-13.203358,5.056276,5.2091866,-7.5189977,6.75433,-0.9305764,-23.122507
3.6516972,-0.6964244,4.367078,2.8367558,-0.92759615,-19.296543,0.5017437,-7.177373,-27.215973,3.9962215,-3.4678373,-19.685066
3.19172,1.9149418,-3.2480254,-2.8122358,-5.192183,-12.925045,4.475613,2.071733,-22.196932,3.0612698,-0.15880375,-22.123356
4.6293974,2.7031207,5.9151893,3.0459566,-7.9980545,-23.013306,-3.4516253,-5.8236,-14.210339,6.748536,0.26175472,-32.075256
4.092441,5.2317204,25.88939,4.8090425,-1.0224946,-23.904947,3.3651571,3.793774,-7.8441215,4.191496,-5.2768326,-32.311905
-2.94906,-4.140593,-5.511576,3.2573996,-2.0118217,-9.190617,3.8120341,-2.0006592,-16.094288,0.69067705,-7.16426,-21.417444
6.4034743,6.1386895,3.6891727,-1.9031879,-3.965764,-14.244068,1.9625456,-3.9535756,-18.165066,4.5720963,-0.04560165,-13.240892
1.9960698,-1.7590158,-6.6502137,6.588099,3.8429317,-14.403938,5.755648,0.2679691,-26.116627,3.0480232,-10.094867,-30.607475
5.444009,6.0667057,22.64449,1.0242845,-5.541623,-18.471138,3.2066374,-2.3480878,-28.217716,-0.40905774,-6.6212564,-34.930923
5.065682,3.5311103,4.8811817,-3.347074,-5.8150206,-17.687313,3.5422235,-1.8841507,-24.552645,4.2166824,-1.46592,-21.321789
4.6292043,1.8243153,3.9303546,3.07372,-0.063936755,-20.543177,5.6933255,0.43330464,-5.8579574,6.559634,2.9961042,-21.02821
3.3866272,-0.6787651,-0.17267156,4.5079336,3.913096,-8.590925,3.1004248,3.1047955,-13.12669,4.0737047,-6.466896,-36.089798
4.4768624,0.67999953,-3.0915618,1.6789681,-4.07202,-16.760096,-0.022158265,-2.2447062,-19.752415,6.737961,3.4107969,-19.43319
4.6634765,4.526446,8.855374,4.323723,-1.3690203,-12.276541,3.6336856,2.7933042,15.960083,5.589467,-2.376985,-21.169394
2.8143287,0.9696242,-4.9075212,4.21491,-6.923987,-28.175217,6.7352896,4.1286864,4.203133,1.5451227,-5.8848443,-21.511112
-2.0849876,-2.9030297,-5.62429,2.9593468,-1.7526903,-19.157059,-2.3473482,-2.888892,-1.859426,3.3513389,-9.246347,-25.940752
4.064874,4.5141854,4.6901298,4.7866282,0.22549506,-19.588501,4.1077785,-6.488706,-30.55029,-3.9781895,-7.261655,-19.948862
5.26833,3.6872268,11.380909,2.1957617,0.07836123,-17.611639,3.5161133,-9.130069,-26.313246,5.120122,7.1659665,24.549734
4.6245575,0.11620243,-2.9208107,3.139255,-3.8461685,-12.237564,3.3789277,0.3021423,4.401138,2.0423136,-3.8395443,-29.8796
-2.3070664,-3.3831785,-4.357513,5.0955844,1.9038622,-14.0708275,2.51306,-4.125402,-24.408686,3.7130642,-10.860883,-43.57864
3.9033132,3.519578,0.3473091,3.7418003,-2.7549574,-1.6440258,1.9753693,-3.332187,-16.393362,3.4666386,-2.2460625,-26.469633
-0.4045862,-0.71094435,-4.175226,2.2822142,-2.599667,-13.172007,4.9389772,-0.56507593,-23.385138,5.748306,-0.17797165,-27.92232
3.8827753,1.3413793,12.693909,6.692569,-0.08361034,-28.272434,2.9146996,0.42603692,-15.981106,4.8484836,-1.7837152,-21.008055
-0.34356928,-0.63851434,-5.136804,3.8074365,-2.831797,-22.768702,1.1479261,2.3864436,4.666897,4.9896984,2.257312,-9.807837
-0.91782975,-2.1612067,-6.342773,6.609348,0.7718901,-18.228615,-2.070757,-6.422761,-26.5053,6.338553,-1.1147786,-19.243279
5.847549,3.3787074,-6.029856,4.8184085,-0.13389663,-19.535284,6.2289486,-2.4685338,-27.033354,2.7672577,-7.014771,-24.003216
5.6415825,1.4677292,-0.8951049,2.2212834,-3.025529,-27.918741,5.030147,1.042078,-18.465405,2.1746488,-2.678025,-23.21568
4.1822557,4.0389223,15.604969,3.6152506,-0.08450322,-25.75763,2.303906,-3.5757246,-25.29813,6.332211,1.1910236,-14.690216
2.071216,-2.0201557,-8.336948,4.406152,-5.1002245,-18.225452,4.3822145,4.7594767,-1.9445682,5.115893,0.14548106,-15.065098
4.4730687,3.8782797,13.947647,1.7369376,-5.332714,-19.337786,-1.1420311,-1.5977017,-2.1317105,4.557955,-4.0500565,-11.515203
4.029113,2.255435,18.725845,1.9839423,-3.5327735,-17.731907,-2.3434758,-2.6279752,1.5111024,2.394967,-1.3808742,-17.350498
6.2833104,6.3345423,11.795353,2.3857086,-1.4284357,-14.618584,3.394526,-0.36051944,-17.94593,3.3229785,-5.8377247,-31.491028
2.8933673,1.3410937,-0.73670626,3.1232443,-1.6806405,-6.4644265,-3.018178,-4.673531,-10.14822,0.36172998,-7.599551,-28.731455
2.909626,1.6888756,10.076765,5.268007,3.0126638,-12.343672,4.9982142,4.620775,11.155773,0.9019326,-6.439733,-22.577051
0.20904887,0.71265066,1.6910741,3.0533767,-4.361688,-13.934349,3.7653565,2.946292,-11.568098,4.240003,-6.1765966,-20.453821
5.4664626,5.390269,16.800642,1.7558805,-5.084745,-17.872988,6.6541557,2.280853,-2.4188824,4.8038073,-1.5519943,-23.315376
2.6441846,0.25709078,-4.5035133,2.4331536,-5.0363793,-20.991022,5.768598,4.116686,1.5215564,2.3799572,-3.788991,-26.293732
5.969036,8.102488,23.00127,2.7272906,-2.6744237,-20.280945,3.380848,-1.3678355,-26.74527,6.505935,-1.4882569,-27.163568
4.9287868,2.6561809,-3.9950075,5.314604,3.3818069,-11.898258,2.8807654,-7.643486,-24.390867,5.7530556,-2.8255951,-24.968029
1.2443333,3.410301,13.322884,3.2579942,-3.8196402,-10.552967,-3.9228916,-7.756824,-21.267534,1.6584524,-3.2006876,-24.366013
4.8207564,8.083117,33.839115,-0.29310095,-3.3119035,-17.20467,2.192625,-3.3237405,-24.043201,1.1613072,-7.0148296,-23.68851
-2.9329038,-4.1513186,-7.256271,2.2647572,-1.1428607,-21.764347,3.097835,-3.7393923,-12.037704,2.3663745,-4.311581,-28.742256
5.6480694,8.019599,13.151564,2.3128562,-2.752276,-24.620304,6.3446054,1.8558751,-1.5451498,3.5104995,-11.192543,-37.987972
4.4584427,2.996237,8.931919,6.19558,-0.102348134,-20.467402,2.453082,-0.6607402,-4.442787,2.0994625,-3.3208165,-27.07998
2.5928392,3.1433244,-3.5853515,5.0546823,2.3113902,-19.746342,4.6716065,-4.0866375,-26.60137,3.2203126,-3.8576722,-11.154167
1.6400666,-3.0597782,-5.8558526,2.914867,-6.075424,-22.39413,3.6321368,-10.260227,-33.796173,2.7143726,-2.9815423,-27.956066
2.796196,1.087446,0.077186584,1.2556449,-2.444098,-18.45953,1.1752568,-4.734116,-9.837986,-1.1874138,-3.8037167,-21.926231
4.221594,5.2798615,8.788464,3.4158149,-6.4126086,-18.213877,4.3440657,-0.6940592,-8.855928,1.9433101,-5.2571025,-24.470606
6.306909,5.9750485,10.398016,4.636495,0.074453786,-14.9125805,5.217374,5.0552235,-9.469357,5.335406,-2.633486,-23.607635
2.4054632,-1.9948919,-7.1572766,-3.4085913,-5.921683,-16.414696,-0.9948627,-5.4937124,-27.69207,5.064836,1.3824959,-23.733353
4.862867,8.605447,33.596073,1.443391,-1.5169892,-14.679613,-0.48238873,-0.67745537,-2.6942983,-0.4467982,-4.1864576,-21.639198
5.0554647,4.173611,8.230476,3.1740704,-0.024035973,-9.933022,5.361674,-0.9452241,-14.383137,6.4272428,1.2225506,-16.788591
4.9534454,8.993244,35.33569,3.320055,0.0007228423,-19.832815,7.0232472,3.8694408,-22.312819,6.463903,-2.368535,-33.787067
4.6050897,1.6520615,-9.024195,6.524527,-2.5874016,-30.217598,2.891323,-1.8893995,-18.745127,2.0826426,-3.099793,-29.37177
1.3668982,-0.80860025,-10.337135,4.81469,1.317735,-22.716303,6.5967174,-0.7474881,-22.223143,-3.8138013,-7.5443115,-23.44475
4.789163,0.27189836,0.5085108,1.4778489,-2.53565,-21.220057,2.5349336,-1.2385821,-13.613483,5.439827,-2.2381806,-19.621735
0.85698724,-0.4916859,-6.0004535,1.4179791,-4.475724,-16.29815,4.995371,5.841642,18.91259,6.685109,0.9956221,-30.601212
1.9184701,-2.82033,-3.976551,3.167705,-6.198939,-17.50024,2.2808824,-1.3124508,-8.302135,1.8664459,-4.334565,-21.594076
-2.8679228,-3.7616086,-4.1794567,6.7454953,3.5536227,-3.5540547,5.7760262,5.6950593,20.930937,2.4380684,-6.1112676,-26.524628
5.103167,8.414965,31.455849,4.993979,-1.8770018,-21.086664,2.5691886,-0.13694762,-1.8790545,4.4215226,-3.4719024,-30.739407
0.9257659,-0.9211038,-9.219408,3.6231604,-3.2801857,-34.12893,4.16953,4.036827,16.29821,0.19422328,-4.7581406,-39.703514
3.617393,6.3113937,31.881124,4.6737094,3.0004745,-13.3081455,3.297791,-10.108041,-30.063255,5.277551,4.2715993,-10.883736
-2.1414542,-3.2763152,-6.396505,3.1428118,-0.07495014,-17.879488,5.304605,3.5844457,-15.428909,3.6225648,-3.3382392,-23.771786
6.46568,8.635686,16.81821,3.0353208,-1.0053461,-18.925106,2.6123028,-0.73619306,-4.5576696,3.1203365,-1.9200463,-17.949524
-3.115034,-4.50715,-6.722442,5.241571,3.459486,-13.8305435,4.2227564,-0.40918878,10.01532,-0.20054543,-2.2482145,-17.159685
6.4367776,2.487896,0.6136372,4.962082,-1.4501791,-24.725119,5.2427735,-1.4456296,-28.927116,-3.488233,-6.5205407,-20.72962
5.1182923,2.2965393,-2.8997636,-3.2061687,-6.600707,-22.551311,3.3502722,0.965519,7.4727273,6.7622104,-0.53216153,-20.251404
4.231405,4.933587,12.307596,4.8710084,4.0647492,-12.483574,-1.5881039,-5.7878532,-27.516613,-2.955442,-6.669379,-19.798573
1.980936,-2.6950629,-3.7983356,1.9775715,-2.7904599,-15.775011,6.5531206,-1.3511288,-26.083109,3.2492785,-10.319501,-31.311523
2.7216477,-1.3904353,-9.897324,3.5783625,-1.447664,-15.689241,5.3449745,3.6998467,10.562733,3.3695688,-1.9416881,-34.391857
4.8388934,2.287534,-5.0692296,4.4694147,-1.6392766,-14.243374,1.9558057,-5.558029,-24.451666,2.1434097,-6.906493,-31.026348
-1.830432,-2.114606,2.2834358,6.1423407,0.92360514,-13.319958,6.0323863,0.56418556,-28.831888,3.3289838,-6.496261,-19.21789
-2.6710296,-3.518105,-4.2981133,-2.937603,-5.3385296,-16.365253,4.8508873,0.36758026,-11.591181,2.554894,-2.4811158,-14.993683
5.457868,5.429555,-3.8883204,3.9406552,-6.6035194,-16.543337,1.5721661,-5.4033804,-16.697338,0.42453754,-3.8182056,-23.811281
4.3199334,2.5109484,-2.0893974,6.5971413,0.27710053,-13.720436,1.308828,-5.206992,-13.076612,4.381364,-1.6256738,-16.516489
4.2862244,4.035115,6.427453,-3.5808778,-5.833807,-14.090876,5.280515,1.2435969,-0.33243442,6.12553,0.63176936,-29.517853
6.182437,7.1919565,24.941145,3.0964632,0.07375701,-16.918262,2.9005451,-2.8904243,-26.739626,3.7045317,1.0118103,-18.713137
3.993888,5.2984414,18.392223,-3.461886,-5.6927614,-14.501789,5.559119,0.46222213,-5.2194934,2.1608868,-4.441927,-21.203747
2.3384233,3.52064,-0.10718322,2.674152,-1.8407979,-22.931961,2.5229506,0.52649826,-25.66704,1.1224557,-0.4466429,-19.465836
4.910217,5.2865963,-3.1379447,2.8909206,-3.1506052,-12.5849285,4.669358,0.5453153,-7.9647584,4.329948,-4.943274,-23.34511
-1.5108479,-1.799873,-0.85271096,-2.7264066,-4.801543,-14.465839,2.7165499,0.251098,-4.621431,3.7296343,-1.6525488,-25.236969
5.179692,3.604068,-5.1315365,-3.7028456,-7.7227707,-26.57994,1.6128415,-6.9086456,-28.7011,4.5353084,-2.795385,-26.750145
-1.3723408,-1.5675384,1.0922933,3.6093063,1.2930571,-5.1256423,1.1805547,1.8416284,-1.0508671,6.986988,0.7466044,-35.30834
5.5557404,4.8735723,15.516413,1.0827588,-5.60009,-27.015833,4.826377,1.0689188,3.1941571,1.3615597,-5.3311896,-33.200108
6.503131,4.799794,12.019049,3.8310838,0.3709931,-24.703686,-3.6592126,-7.2324214,-17.275467,4.5673394,-1.7960529,-22.976269
3.7068086,2.4013414,5.9398956,5.2369165,-0.9483109,-18.274548,2.7947683,-1.4015198,-12.263756,3.0463357,-1.0020299,-15.875036
1.6253653,-2.9994614,-4.992543,5.7067504,0.34011027,-21.455612,3.7183418,3.403056,-13.146948,1.9751922,-4.9521284,-24.168474
3.8438153,4.16441,23.749468,2.221168,-3.2013679,-25.865992,3.4518151,3.7023904,-3.0236864,6.793425,0.35476348,-28.433167
2.2343817,0.55972546,-5.5354724,2.2047162,-4.068959,-21.420713,4.819442,2.6666403,0.034371853,2.0807047,-4.355153,-29.622414
3.921824,3.6400452,12.868784,7.16125,3.3323169,-21.291025,6.2038693,-2.2589054,-35.066864,0.512452,-4.221223,-25.8769
4.135536,5.8202324,25.212498,5.1208296,2.0652213,-15.052198,3.682139,2.943902,16.585627,6.989859,4.5534716,-9.714678
-0.7319826,-2.5510564,-11.035126,4.6444607,-0.9795497,-20.07844,6.521734,8.528055,15.29439,2.9229999,-1.6043158,-20.456066
3.100555,3.646253,10.791285,2.0353823,-3.1194894,-22.866516,6.5480566,0.20645006,-16.03894,6.93981,1.197701,-12.813107
-1.6832296,-2.178667,-3.7644238,2.3017163,-3.6457872,-19.9051,5.3268514,4.846242,-9.440193,3.104344,-4.261871,-13.951761
1.3453128,2.391989,2.061646,-2.186565,-5.0668454,-17.94068,1.7482044,-6.239191,-29.990639,-2.8251848,-6.052538,-16.333277
2.796342,3.0782332,8.271774,4.506988,-2.8257844,-28.391565,1.1397421,-5.2266083,-12.171635,5.5399756,-1.501137,-20.676577
5.034276,3.2019804,14.694551,1.4372903,-5.6026993,-24.72033,1.029446,-1.4623692,-13.238075,6.6149907,1.9802041,-15.320219
3.5139327,5.766316,29.69214,4.275714,-5.091176,-23.300522,5.5151744,-2.9954042,-24.567118,6.6980023,-0.08976941,-16.790733
-2.8037596,-3.8172162,-5.5461583,4.598848,-0.92059237,-16.142305,3.326632,-10.584449,-33.10808,3.6244893,0.040399984,-27.3722
6.2712774,7.692539,23.579988,6.5435786,0.09567852,-21.610361,3.9274602,3.6940935,13.434286,2.501192,-1.3929994,-23.00809
4.987278,6.4469037,2.3016877,4.5288515,1.8773084,-21.698168,2.3735862,-5.9065056,-24.016584,2.0634508,1.3022287,-16.601734
5.7015305,7.419199,10.904896,5.0955873,4.036536,-10.115528,4.284381,2.7509885,-1.2179005,5.187942,-2.5020313,-23.11303
3.5728083,1.1694288,9.747855,6.981232,2.9699392,-21.825087,5.542477,5.294071,-3.2859607,6.5290046,3.1019986,-17.903711
2.6065426,-0.12741919,-5.845859,4.7731805,-1.0979958,-23.405285,-2.4717903,-3.133224,-1.7034693,0.96792924,-5.4134703,-27.958973
4.492981,1.5693322,0.6411834,2.8987484,-3.626123,-16.33281,6.0414705,-2.3204348,-24.099903,3.7359233,-9.009376,-27.585686
0.8641894,0.9187729,4.3542876,4.3993773,-2.7292972,-20.091747,-1.2831441,-4.531996,-22.00971,4.781205,-1.445674,-19.321474
2.0651245,0.80889374,-3.3906403,3.4301267,-0.9101406,-19.126324,5.1321473,-3.5354657,-28.739035,4.705789,-2.5306954,-6.7077146
1.965962,-3.3726587,-8.6248665,-0.80369437,-2.161944,-12.598497,5.1714272,4.085709,6.752122,6.204324,-1.9272635,-23.299572
3.334958,0.73779356,6.4295297,4.1032166,-1.8690796,-17.59107,4.371893,-0.5344737,-7.796532,-3.3460116,-6.764212,-16.909578
5.691411,5.621774,9.384983,1.2417537,-5.622547,-15.166571,5.838321,6.709599,14.494505,2.1370301,-3.6417246,-18.326677
5.362416,4.968864,-0.59299564,3.0522346,0.88512963,-4.8874984,3.9709969,-1.6820627,-14.984705,2.4820313,-4.4872255,-29.495426
4.9527364,2.424304,14.478281,-3.574562,-6.1636267,-13.394596,2.742455,-3.8147006,-25.346447,1.8293579,-2.8891172,-14.537464
4.9364524,1.201726,7.475107,-2.3666105,-4.358125,-15.81707,5.0708804,-2.510621,-23.058392,-4.0175166,-8.095327,-23.021288
6.8280644,6.881556,0.64891624,4.5784116,0.06930204,-13.329355,4.363352,0.8039231,-11.974995,0.70243585,-0.44447592,-14.298471
6.701136,4.239879,5.7703314,4.2053266,-2.6993818,-25.754335,2.5017982,-0.6044659,-2.7572827,2.4381833,-3.8367267,-21.00642
3.4277759,2.350284,-4.3495927,6.5575795,1.3721395,-15.353737,5.602102,-0.40114716,-14.519609,1.3760203,-1.4886189,-28.907888
-1.8990446,-2.599156,-4.989165,4.779321,-0.8842607,-17.911436,0.5001837,-0.4191896,-3.7979712,1.9533685,-4.898315,-24.093182
2.5639324,1.5827384,-0.47086787,4.0646195,-8.367484,-29.869255,3.7952447,3.608972,-12.343235,2.069036,-3.7482123,-19.057716
2.4549718,0.33745834,-7.3802876,6.4024034,-2.626203,-29.964958,4.531394,1.1063426,14.79731,2.8871746,-1.9650414,-32.24481
2.3715053,-2.087826,-7.1302266,-0.8304893,-5.583172,-28.2079,6.6411633,8.091453,11.224165,1.5953149,-7.432088,-31.554424
5.88863,5.441814,17.834991,6.6410327,0.50512666,-23.58987,6.700063,1.2315407,-24.340633,5.4586997,-2.7896194,-27.87041
5.405749,5.3475866,1.1581105,6.6255584,-0.901532,-24.567173,5.154213,6.6233644,26.650206,0.55398166,-6.563822,-25.939537
3.9426503,4.3474774,9.996549,1.360363,-4.867939,-20.21287,5.235149,5.6378326,-5.682015,3.2017007,-0.6967345,-26.035793
1.5802966,0.5068007,-3.4232974,-0.6391233,-2.0421026,-15.412701,4.122291,-5.1050286,-28.599432,2.2165842,-3.2998147,-16.573046
3.4661584,1.1491458,8.344433,5.716619,-1.5766683,-22.000168,4.282829,0.84538907,-1.9405847,2.0390577,-4.8712645,-20.453098
4.2119703,7.0997324,31.37909,2.4609408,-0.7304879,-18.49969,3.9697418,0.50549024,-11.939764,2.439396,-1.5224923,-17.968258
4.521775,1.0583657,-4.686074,-0.4217919,-4.050952,-20.932018,4.3051014,-5.50883,-15.610102,2.7724924,-10.147893,-33.22803
5.2847996,4.0691032,-3.4404035,0.9339937,-5.7880573,-16.765892,4.0037727,-1.4782934,-21.757168,4.1649137,-1.4820418,-18.09576
3.1927166,3.8637788,-3.81851,4.5596824,-0.89634544,-19.8112,5.4616513,-2.6725044,-22.632822,4.053097,-3.3929584,-27.654716
4.086478,6.240695,27.940205,6.6230116,2.3501897,-12.520411,6.235646,3.2427847,-6.6211524,3.235896,-9.109564,-24.81253
4.322436,2.5801477,7.521767,-1.8307849,-3.4344091,-14.458048,6.6790934,6.600963,15.635548,2.766303,-3.012387,-21.06707
5.3927083,6.9910574,2.8179374,4.572223,1.2918121,-8.584311,3.7457318,4.285938,12.997303,6.2935996,0.07527609,-12.212753
