loss_val,mmd_loss_val,source_ce_loss_val,target_ce_loss_val,acc_total_source_val,acc_total_target_val,loss_train,mmd_loss_train,source_ce_loss_train,target_ce_loss_train,acc_total_source_train,acc_total_target_train
-27.581985473632812,0.659570038318634,0.7791761755943298,0.78880375623703,49.4140625,49.560546875,-519.9868774414062,0.5892702341079712,1.8109409809112549,1.5858943462371826,10.8875,19.975
-589.61083984375,0.6455674171447754,2.4663164615631104,2.1464297771453857,1.46484375,13.0859375,-596.6279907226562,0.5094372034072876,3.496932029724121,2.974245309829712,3.0375,14.2625
-595.528564453125,0.6056108474731445,4.859193801879883,4.195258140563965,2.44140625,14.990234375,-609.1671142578125,0.4910922646522522,4.97975492477417,4.234129905700684,2.8875,14.0
-616.6671142578125,0.46236521005630493,5.952785015106201,5.006270885467529,3.173828125,15.087890625,-617.1270751953125,0.48075389862060547,6.49464225769043,5.5258283615112305,3.075,13.8875
-512.88720703125,0.5482098460197449,5.630182266235352,4.59513521194458,3.41796875,15.869140625,-613.1279907226562,0.47273945808410645,7.765501499176025,6.614711761474609,3.225,13.9
-629.6901245117188,0.4646332561969757,8.604925155639648,7.328274726867676,2.5390625,14.55078125,-625.966064453125,0.46469518542289734,8.994359016418457,7.688112735748291,2.6875,13.5625
-623.6516723632812,0.5159664750099182,8.847748756408691,7.406244277954102,2.392578125,14.697265625,-626.4188232421875,0.46713531017303467,10.269835472106934,8.737093925476074,2.6125,13.5875
-633.0001831054688,0.4745468199253082,10.075621604919434,8.695414543151855,1.3671875,13.57421875,-628.4637451171875,0.4746476113796234,11.24455738067627,9.61255168914795,2.575,13.3
-597.421142578125,0.661162257194519,10.48582649230957,8.484382629394531,2.685546875,14.94140625,-620.8707885742188,0.4421777129173279,12.409965515136719,10.607911109924316,2.575,13.575
-611.8116455078125,0.5582923889160156,11.769699096679688,9.832924842834473,2.587890625,14.892578125,-631.733154296875,0.4591982066631317,13.478999137878418,11.484258651733398,2.4,13.475
