class_0_source_fc2_collect_0_dim,class_0_source_fc2_collect_1_dim,class_0_source_fc2_collect_2_dim,class_1_source_fc2_collect_0_dim,class_1_source_fc2_collect_1_dim,class_1_source_fc2_collect_2_dim,class_0_target_fc2_collect_0_dim,class_0_target_fc2_collect_1_dim,class_0_target_fc2_collect_2_dim,class_1_target_fc2_collect_0_dim,class_1_target_fc2_collect_1_dim,class_1_target_fc2_collect_2_dim
-5.4099440574646,-2.2446131706237793,-3.3431780338287354,4.7786641120910645,4.179673671722412,3.2976748943328857,-5.093415260314941,-1.9695780277252197,-3.0229849815368652,4.6300811767578125,4.125673294067383,3.2341296672821045
-4.674581527709961,-1.6017423868179321,-2.8798675537109375,4.768594741821289,4.080345153808594,3.1267759799957275,-1.1715620756149292,-0.42830631136894226,-0.5498145222663879,4.650243759155273,4.257741928100586,3.1669933795928955
-4.880119323730469,-1.8661863803863525,-2.921907901763916,4.882230758666992,4.250865936279297,3.173326015472412,-5.223463535308838,-2.0046491622924805,-3.126493215560913,4.5329909324646,4.173781394958496,3.1169395446777344
-1.00933039188385,0.46516987681388855,-0.32006579637527466,4.898869037628174,4.110260009765625,3.13539719581604,-3.344916820526123,-1.1133005619049072,-1.447376012802124,2.832949161529541,2.5231266021728516,2.0454978942871094
-5.292541980743408,-1.822568655014038,-3.39387845993042,4.599740505218506,3.7522215843200684,2.9405829906463623,-5.186041831970215,-1.9994657039642334,-3.0448429584503174,4.833367347717285,4.0563764572143555,3.157843828201294
-5.106310844421387,-1.9737894535064697,-3.033496379852295,5.044342517852783,4.569373607635498,3.2043793201446533,-2.770871162414551,-0.576478898525238,-1.8917306661605835,4.145496368408203,3.775489568710327,2.416135311126709
-5.61420202255249,-2.006610870361328,-3.3742167949676514,4.534926414489746,3.727203845977783,3.070129156112671,-5.156700134277344,-1.798994779586792,-3.1340954303741455,3.89192533493042,3.1291065216064453,1.9668476581573486
-5.024168968200684,-1.7592934370040894,-2.940927028656006,4.541919708251953,4.093923091888428,2.841925859451294,-5.1932501792907715,-1.8198943138122559,-3.3148505687713623,5.120851039886475,4.615755081176758,3.3040452003479004
-4.638670921325684,-1.4541358947753906,-2.8358638286590576,5.381319999694824,4.732606410980225,3.6117422580718994,-4.98640251159668,-1.6971553564071655,-2.945499897003174,4.5382232666015625,3.8305840492248535,2.7971999645233154
-4.879186630249023,-1.7556641101837158,-2.7354445457458496,4.440665245056152,3.8379673957824707,2.9547903537750244,5.105330467224121,4.334688663482666,3.309943914413452,4.892524242401123,4.218761920928955,3.060028553009033
-4.966361045837402,-1.5231828689575195,-2.88157320022583,4.452951908111572,3.915924072265625,2.768129587173462,-5.207467555999756,-1.7160239219665527,-3.2184224128723145,4.380558490753174,3.836775779724121,2.9660544395446777
-4.634510517120361,-1.6099034547805786,-2.840329885482788,5.221313953399658,4.5027947425842285,2.956620454788208,-4.305429458618164,-0.9309360384941101,-2.3630449771881104,-2.404125452041626,-0.5694206953048706,-1.2692681550979614
-5.265990257263184,-1.6804819107055664,-3.190321207046509,5.904629707336426,4.942837238311768,3.057724952697754,-3.4295332431793213,-0.899861752986908,-2.069559335708618,4.9154767990112305,4.341202259063721,3.102637767791748
-5.132206916809082,-1.6307095289230347,-2.8188774585723877,4.288002967834473,4.008462905883789,3.0124433040618896,-5.451050758361816,-1.920441746711731,-3.1943023204803467,3.569392204284668,2.971092462539673,2.141361713409424
-4.528865337371826,-1.6016027927398682,-3.0504658222198486,3.3224356174468994,2.8521852493286133,2.210252046585083,-3.3116507530212402,-1.0953078269958496,-2.0597715377807617,-3.044844150543213,-0.7937302589416504,-2.2533047199249268
-4.8824615478515625,-1.812766671180725,-2.9939723014831543,4.115095138549805,3.474978446960449,2.6998484134674072,-5.488159656524658,-1.8190195560455322,-3.000683546066284,4.831684112548828,4.037290096282959,3.2287347316741943
-5.191821098327637,-1.8095471858978271,-3.0218753814697266,4.7516279220581055,4.04413366317749,2.9761769771575928,3.4072484970092773,2.438371181488037,1.7561113834381104,2.378325939178467,2.1469757556915283,1.4634652137756348
-4.802806854248047,-1.8343396186828613,-2.830883026123047,2.888347625732422,2.564634323120117,1.9397653341293335,-5.0649213790893555,-1.8508155345916748,-2.9679653644561768,5.111170768737793,4.5570454597473145,3.2873873710632324
-5.074640274047852,-1.7063465118408203,-3.0831735134124756,4.754570007324219,4.021720886230469,2.884056568145752,0.26629647612571716,1.0127973556518555,0.023348800837993622,4.48745059967041,3.8649020195007324,2.8470089435577393
-5.102311134338379,-1.8328216075897217,-2.956627130508423,4.820415496826172,4.160068511962891,3.2166593074798584,-4.40402364730835,-1.5667614936828613,-2.511094331741333,-4.4455060958862305,-1.3093311786651611,-2.9582715034484863
-5.145191192626953,-1.6589524745941162,-3.1260292530059814,4.600567817687988,4.21958589553833,3.185438394546509,-5.714524269104004,-1.7958359718322754,-3.2964370250701904,-4.95649528503418,-1.3630785942077637,-2.7452285289764404
-5.11195707321167,-1.7227579355239868,-2.988708734512329,4.135469913482666,3.5336854457855225,2.700423240661621,-5.020265579223633,-1.4345061779022217,-2.8709075450897217,4.918522834777832,4.038610458374023,2.670407295227051
-4.777446269989014,-1.6319921016693115,-2.8113796710968018,4.787047386169434,4.11053466796875,3.0527327060699463,-5.287267684936523,-1.8066339492797852,-3.007918119430542,5.05846643447876,4.2067999839782715,3.3911783695220947
-4.92434024810791,-1.6687800884246826,-2.763720750808716,3.7125072479248047,3.0760064125061035,2.2440359592437744,-5.4216108322143555,-1.906507968902588,-3.3763511180877686,4.855923652648926,4.260848522186279,3.287543296813965
0.6066890954971313,1.7114856243133545,0.4302680492401123,5.52734375,4.793203830718994,3.475044012069702,-5.1528239250183105,-1.7647082805633545,-3.287055015563965,5.498111724853516,4.863216400146484,3.4549365043640137
-5.380481719970703,-1.7865511178970337,-3.1072614192962646,5.095673561096191,4.086677551269531,3.1489768028259277,1.7782570123672485,1.921741247177124,1.3951047658920288,4.569127082824707,3.954118251800537,3.033342123031616
-5.49537992477417,-1.8082950115203857,-3.3628294467926025,4.876467704772949,4.573940277099609,3.121514081954956,-3.2044265270233154,-1.402904987335205,-1.8976725339889526,4.375248908996582,3.766723871231079,2.7773168087005615
-5.357783317565918,-1.9001678228378296,-3.0850958824157715,5.015475273132324,4.040823936462402,3.1642632484436035,-5.293040752410889,-1.9209345579147339,-3.1488373279571533,4.76287317276001,4.228121280670166,3.2870142459869385
-4.764408111572266,-1.7130088806152344,-2.8370554447174072,-4.303260326385498,-0.9033473134040833,-2.3086438179016113,-5.067450046539307,-1.694312334060669,-3.0073976516723633,4.926951885223389,3.8777594566345215,3.0377676486968994
0.7554523348808289,1.466009259223938,1.2974753379821777,4.700374126434326,3.9493188858032227,2.8681640625,-5.191076278686523,-2.003962993621826,-3.043672561645508,3.0466103553771973,2.4432806968688965,2.003905773162842
-5.270175933837891,-1.6013240814208984,-3.2608866691589355,4.941205024719238,4.1995625495910645,2.8786661624908447,-4.663748741149902,-1.307161569595337,-2.8551223278045654,4.784981727600098,4.001462459564209,3.146951198577881
-5.077367782592773,-1.5823601484298706,-2.9889423847198486,5.018118381500244,4.276650428771973,3.1171607971191406,1.8133686780929565,2.0189225673675537,1.4372758865356445,4.73479700088501,4.243738651275635,2.91495680809021
-4.765083312988281,-1.7730623483657837,-2.896804094314575,5.280194282531738,4.447081565856934,3.4921090602874756,-5.317763805389404,-1.7482426166534424,-3.125091314315796,2.3580703735351562,2.3588314056396484,1.5959709882736206
