class_0_source_fc2_collect_0_dim,class_0_source_fc2_collect_1_dim,class_0_source_fc2_collect_2_dim,class_1_source_fc2_collect_0_dim,class_1_source_fc2_collect_1_dim,class_1_source_fc2_collect_2_dim,class_0_target_fc2_collect_0_dim,class_0_target_fc2_collect_1_dim,class_0_target_fc2_collect_2_dim,class_1_target_fc2_collect_0_dim,class_1_target_fc2_collect_1_dim,class_1_target_fc2_collect_2_dim
-8.356911659240723,-1.8454539775848389,-4.636542320251465,8.471273422241211,7.895837306976318,5.438221454620361,-10.084811210632324,-3.0598208904266357,-6.434950351715088,8.131200790405273,6.790963172912598,4.816389560699463
-10.392016410827637,-3.028801202774048,-6.683956623077393,8.585152626037598,7.768502235412598,5.511411666870117,-10.00652027130127,-2.737995147705078,-6.137380599975586,8.586224555969238,7.490116119384766,4.883783340454102
-10.500504493713379,-3.049293041229248,-6.375614643096924,5.4522294998168945,5.704183101654053,3.12741756439209,-10.296467781066895,-2.7296485900878906,-6.635092258453369,8.247607231140137,7.403768062591553,5.103734970092773
-10.272257804870605,-3.2302162647247314,-6.592933654785156,8.252427101135254,7.756834983825684,5.298102855682373,0.4647383391857147,1.846235990524292,-0.19291767477989197,8.806670188903809,8.503607749938965,5.5099778175354
1.123198390007019,2.923818349838257,0.19280418753623962,9.845587730407715,8.89324951171875,6.836889266967773,-4.3449273109436035,1.0119929313659668,-0.7041952610015869,8.155343055725098,7.684209823608398,5.28334903717041
-10.38716983795166,-2.8717029094696045,-6.425850868225098,7.943617820739746,7.372167110443115,4.999817848205566,-10.243498802185059,-2.9869790077209473,-6.431687355041504,-7.800741195678711,-1.5290364027023315,-5.217890739440918
-10.372037887573242,-2.886472225189209,-6.657803535461426,8.244484901428223,7.533013820648193,5.2645673751831055,-10.127461433410645,-2.746307611465454,-6.375781536102295,6.815500736236572,6.291747093200684,4.34551477432251
-10.223845481872559,-2.9606990814208984,-6.50074577331543,6.101207733154297,5.778828144073486,3.864586353302002,-10.126786231994629,-2.8886702060699463,-6.456603050231934,8.705035209655762,7.808991432189941,5.708527088165283
-10.330461502075195,-2.574373245239258,-6.6552252769470215,8.140937805175781,7.246352195739746,5.4349799156188965,-10.255353927612305,-3.2101283073425293,-6.581871032714844,-0.821016252040863,1.7294270992279053,-0.8822159767150879
-10.301401138305664,-2.939990997314453,-6.4839396476745605,6.375417709350586,5.677581310272217,3.617431163787842,-10.276268005371094,-3.0222721099853516,-6.412896156311035,8.294219017028809,7.689915657043457,5.321621417999268
