class_0_source_fc2_collect_0_dim,class_0_source_fc2_collect_1_dim,class_0_source_fc2_collect_2_dim,class_1_source_fc2_collect_0_dim,class_1_source_fc2_collect_1_dim,class_1_source_fc2_collect_2_dim,class_0_target_fc2_collect_0_dim,class_0_target_fc2_collect_1_dim,class_0_target_fc2_collect_2_dim,class_1_target_fc2_collect_0_dim,class_1_target_fc2_collect_1_dim,class_1_target_fc2_collect_2_dim
0.546857476234436,-1.8687247037887573,0.592174232006073,-0.2907899022102356,1.795061469078064,-0.63072270154953,0.5656694769859314,-1.3072589635849,0.4872888922691345,-0.6441732048988342,3.152451515197754,-1.3515655994415283
0.7294001579284668,-2.6784448623657227,1.377601146697998,-0.4311056435108185,2.096177816390991,-0.7633147239685059,-0.04395786672830582,0.6940329074859619,-0.31639477610588074,-0.12851470708847046,0.986737847328186,-0.4801967740058899
0.6162980198860168,-1.9651037454605103,0.8326138257980347,-0.10262123495340347,0.9677927494049072,-0.2913264334201813,-0.022945962846279144,0.620746910572052,-0.2806737422943115,-0.6468979120254517,2.7001423835754395,-1.0839790105819702
0.7415374517440796,-2.8526997566223145,1.1129255294799805,-0.6544522643089294,2.61759090423584,-0.971030592918396,0.8275017738342285,-3.3920223712921143,1.5669035911560059,0.6630627512931824,-2.834691286087036,1.1765711307525635
0.3066762089729309,-1.8068444728851318,0.8461472988128662,0.0033203288912773132,1.2618197202682495,-0.34456607699394226,0.6244053244590759,-3.5314130783081055,1.3082259893417358,0.4673173725605011,-1.6083053350448608,0.4634769856929779
0.7809832692146301,-2.835792064666748,1.226649284362793,-0.14958456158638,1.4020079374313354,-0.49666136503219604,0.16574198007583618,-1.6271458864212036,0.4033432602882385,-0.11739896982908249,1.0167365074157715,-0.4346810579299927
0.6213407516479492,-1.8664685487747192,0.7528510689735413,-0.09357381612062454,1.0231788158416748,-0.4342038929462433,0.15153077244758606,-1.2470749616622925,0.6750078201293945,-0.3013976514339447,1.972530722618103,-0.6872230768203735
0.5376531481742859,-1.9538911581039429,0.6279120445251465,-0.23242324590682983,1.027879238128662,-0.5513396859169006,-0.04022815078496933,0.22478309273719788,0.17052091658115387,-0.32111257314682007,2.0312917232513428,-0.6414794921875
0.9479040503501892,-2.896106719970703,1.4460625648498535,-0.06265228241682053,0.7936537861824036,-0.35914987325668335,0.509222149848938,-2.0437726974487305,0.9214611053466797,0.12665468454360962,0.17183656990528107,-0.09177965670824051
-0.16465920209884644,0.55865079164505,-0.4497678875923157,-0.2898942232131958,1.6325737237930298,-0.6619819402694702,0.7077654004096985,-3.551208972930908,1.432450532913208,-0.14280927181243896,1.3551703691482544,-0.4628991484642029
