class_0_source_fc2_collect_0_dim,class_0_source_fc2_collect_1_dim,class_0_source_fc2_collect_2_dim,class_1_source_fc2_collect_0_dim,class_1_source_fc2_collect_1_dim,class_1_source_fc2_collect_2_dim,class_0_target_fc2_collect_0_dim,class_0_target_fc2_collect_1_dim,class_0_target_fc2_collect_2_dim,class_1_target_fc2_collect_0_dim,class_1_target_fc2_collect_1_dim,class_1_target_fc2_collect_2_dim
-9.265910148620605,-2.3573222160339355,5.42957067489624,7.931319236755371,3.984750986099243,-13.659830093383789,-10.153159141540527,-3.1232805252075195,5.107475757598877,8.756980895996094,4.474976539611816,-15.04942798614502
-9.3558988571167,-2.336613655090332,4.806678771972656,7.831725597381592,3.8820886611938477,-14.196279525756836,-9.842245101928711,-2.1202902793884277,3.6875457763671875,1.951780080795288,1.793349027633667,-7.143937110900879
-9.668255805969238,-1.9074134826660156,4.985208988189697,9.530471801757812,4.462214469909668,-15.840895652770996,6.947369575500488,3.890202045440674,-12.797476768493652,8.91057300567627,4.236480712890625,-14.468424797058105
-10.858487129211426,-2.763625144958496,4.752475738525391,8.826436042785645,4.580808639526367,-15.999136924743652,-10.281542778015137,-2.377610921859741,5.061472415924072,-3.161397933959961,0.03400776535272598,-1.0307151079177856
-8.753796577453613,-1.0651283264160156,4.314315319061279,9.161335945129395,4.903151035308838,-16.56707191467285,-8.834230422973633,-2.8280227184295654,4.090283393859863,7.831646919250488,4.008996486663818,-14.254352569580078
-10.77880573272705,-1.9524078369140625,4.735070705413818,8.017573356628418,4.775345325469971,-14.648209571838379,-10.68238353729248,-2.444119930267334,4.7732319831848145,8.619481086730957,4.566824913024902,-15.280667304992676
-9.619563102722168,-2.1501638889312744,4.854516506195068,7.80170202255249,3.94469952583313,-13.755837440490723,-9.425421714782715,-2.5081169605255127,4.584237098693848,8.255237579345703,4.08780574798584,-14.398528099060059
-10.678534507751465,-2.7564315795898438,4.577306270599365,8.896178245544434,4.392611503601074,-16.04298973083496,-9.824318885803223,-1.6398600339889526,5.128751277923584,7.796915531158447,4.0135579109191895,-13.799585342407227
-10.488459587097168,-2.7458086013793945,4.3012566566467285,7.627370834350586,3.727281332015991,-14.03717041015625,7.190028190612793,3.436239242553711,-13.24445915222168,-6.726438522338867,-1.5842398405075073,2.146167039871216
-9.768549919128418,-2.442253351211548,5.091086387634277,9.241761207580566,4.734354019165039,-15.388556480407715,-10.594558715820312,-2.234966993331909,4.830103397369385,7.841490745544434,3.804514169692993,-14.107903480529785
-7.756415367126465,-2.0308213233947754,2.9442808628082275,7.187750339508057,2.896582841873169,-13.249285697937012,-10.59213924407959,-2.4150679111480713,4.758651256561279,7.740257263183594,3.9975452423095703,-13.315520286560059
-9.154026985168457,-2.161116123199463,4.837580680847168,8.555622100830078,4.2917985916137695,-15.007513999938965,-10.520220756530762,-3.1338119506835938,4.839044570922852,8.087204933166504,4.615411758422852,-14.852235794067383
-9.62624740600586,-2.6266465187072754,4.194459438323975,7.859485626220703,3.9926774501800537,-14.029106140136719,-9.795496940612793,-2.4558966159820557,5.560153007507324,7.155794143676758,3.6432087421417236,-13.323518753051758
-9.54664421081543,-2.3197596073150635,4.6021857261657715,8.140006065368652,4.159136772155762,-13.578120231628418,-9.321114540100098,-2.523761034011841,4.075568675994873,5.045584201812744,2.7429113388061523,-10.515929222106934
-8.570980072021484,-1.4401235580444336,5.442835807800293,8.245954513549805,4.632400035858154,-15.078377723693848,-8.765284538269043,-2.087592840194702,4.0977864265441895,7.900534152984619,3.793431520462036,-14.074915885925293
-9.427833557128906,-2.59224534034729,4.093402862548828,8.057096481323242,4.017813205718994,-14.337838172912598,-10.216044425964355,-3.078336238861084,5.0112409591674805,8.446357727050781,4.0871663093566895,-14.656785011291504
-9.390765190124512,-2.2586922645568848,4.538514137268066,8.127649307250977,4.22989559173584,-15.104584693908691,-9.670282363891602,-2.181020498275757,4.4309401512146,8.545870780944824,4.454546928405762,-15.250527381896973
-8.86292839050293,-2.2309181690216064,4.741429805755615,9.368227005004883,5.2203779220581055,-16.231304168701172,-10.547890663146973,-2.3487696647644043,5.797959327697754,7.901826858520508,4.218386173248291,-14.528571128845215
-9.460086822509766,-2.570418357849121,4.763124465942383,6.859402179718018,3.9776880741119385,-12.792284965515137,8.97187328338623,4.726275444030762,-15.91761589050293,8.514962196350098,4.520779132843018,-15.203083992004395
-4.736270427703857,-1.3304136991500854,1.5551742315292358,7.791654586791992,3.7979507446289062,-13.678292274475098,5.413426876068115,3.745558261871338,-12.17514705657959,8.182779312133789,4.139420986175537,-14.688040733337402
-10.628850936889648,-2.776040554046631,4.712081432342529,8.866681098937988,4.481714248657227,-15.46741008758545,8.17259407043457,4.529355525970459,-15.247658729553223,7.408725261688232,3.6989800930023193,-13.261530876159668
-10.16236686706543,-2.558196544647217,4.985742092132568,7.8263373374938965,3.8363895416259766,-14.096283912658691,-10.613051414489746,-2.6948013305664062,4.635066986083984,6.616641044616699,4.351168632507324,-12.370718955993652
-10.752102851867676,-1.9832159280776978,4.832306861877441,8.251151084899902,4.0703959465026855,-14.682063102722168,-8.937514305114746,-1.8564180135726929,3.905189037322998,7.686153411865234,3.8893585205078125,-12.871321678161621
-10.739080429077148,-2.7616262435913086,4.575484752655029,7.627123832702637,4.085384368896484,-13.635382652282715,-9.796316146850586,-2.423910617828369,4.78849983215332,-1.996098518371582,-0.29002055525779724,-2.2739498615264893
-9.304890632629395,-2.3218281269073486,4.838882923126221,8.83777141571045,4.337802886962891,-15.93879222869873,-9.084712028503418,-2.2732510566711426,4.624150276184082,6.735764503479004,4.272122383117676,-11.717818260192871
5.558073043823242,2.9677751064300537,-10.423130989074707,8.802779197692871,4.695483207702637,-15.90097427368164,-10.111006736755371,-2.3299882411956787,4.758537769317627,8.95307445526123,4.752542018890381,-15.939326286315918
-9.457337379455566,-2.3804309368133545,4.660380840301514,8.664166450500488,4.746250152587891,-15.859509468078613,-10.096701622009277,-2.463498115539551,4.619011402130127,7.833376407623291,3.9964232444763184,-13.63913345336914
-7.855560779571533,-1.1647100448608398,2.7444558143615723,7.874347686767578,4.083868026733398,-13.903031349182129,-9.283623695373535,-2.441251754760742,4.25835657119751,8.04052734375,3.774937868118286,-13.74013614654541
-9.69785213470459,-1.6298208236694336,5.160658836364746,8.616240501403809,4.454204082489014,-15.047133445739746,-4.344089508056641,-0.33408817648887634,-0.16090965270996094,-8.242250442504883,-1.3843494653701782,3.3441948890686035
-9.829486846923828,-2.507864236831665,5.096802711486816,9.320417404174805,4.912904739379883,-16.883577346801758,-10.422585487365723,-2.409088611602783,5.35751485824585,8.10838794708252,4.486356735229492,-14.839607238769531
-9.821513175964355,-2.4590563774108887,4.490051746368408,7.694058895111084,3.791762351989746,-13.456696510314941,-10.254905700683594,-2.4366536140441895,5.01657247543335,4.883666515350342,2.6517722606658936,-11.336596488952637
-9.937705039978027,-2.5037641525268555,5.183252334594727,7.894801139831543,4.0197529792785645,-14.170833587646484,-7.553593635559082,-1.8662889003753662,2.4125843048095703,8.763569831848145,4.66755485534668,-16.339332580566406
-10.21022891998291,-2.891435146331787,4.994100093841553,9.04758358001709,4.907660961151123,-16.34784507751465,-10.601685523986816,-2.4336729049682617,5.144493103027344,7.821228981018066,4.19059944152832,-14.209653854370117
-2.7357187271118164,-0.40130674839019775,-1.5744667053222656,7.649674892425537,3.7733211517333984,-13.92561149597168,-9.39952278137207,-2.8715949058532715,4.14361047744751,8.266587257385254,4.238385200500488,-14.421764373779297
-9.633377075195312,-2.2216882705688477,5.092595100402832,7.792355060577393,4.16187858581543,-14.366368293762207,-9.774640083312988,-2.8725717067718506,4.984644412994385,8.766478538513184,4.469950199127197,-15.082440376281738
-9.799946784973145,-2.337928295135498,4.722768306732178,7.760197162628174,3.899506092071533,-13.718655586242676,-9.365056991577148,-2.4212820529937744,4.2377214431762695,-6.460751533508301,-1.5534487962722778,1.5353586673736572
