loss_val,mmd_loss_val,source_ce_loss_val,target_ce_loss_val,acc_total_source_val,acc_total_target_val,loss_train,mmd_loss_train,source_ce_loss_train,target_ce_loss_train,acc_total_source_train,acc_total_target_train
0.8729453086853027,0.39157670736312866,0.7163145542144775,0.7058143615722656,50.537109375,50.244140625,0.6011032462120056,0.29286524653434753,0.4839571416378021,0.5520079135894775,84.1375,75.8125
0.5147253274917603,0.2700364291667938,0.406710684299469,0.4959994852542877,93.359375,81.15234375,0.4978868067264557,0.2761240005493164,0.3874371647834778,0.4777325689792633,93.65,82.8
0.47726064920425415,0.2764325737953186,0.36668774485588074,0.45832452178001404,96.240234375,84.814453125,0.47416919469833374,0.2596544325351715,0.37030738592147827,0.4660530090332031,94.375,82.875
0.4634227752685547,0.2555181682109833,0.3612154424190521,0.4503275752067566,94.580078125,83.935546875,0.45698994398117065,0.2417925000190735,0.3602728545665741,0.4594549536705017,95.3375,84.1
0.46712371706962585,0.2762935161590576,0.3566063642501831,0.44374793767929077,96.19140625,84.423828125,0.44928210973739624,0.24046310782432556,0.35309717059135437,0.4522995054721832,95.35,83.7625
0.4264988899230957,0.19232770800590515,0.34956786036491394,0.44313496351242065,96.240234375,84.423828125,0.44842565059661865,0.2591140568256378,0.34477999806404114,0.4457981586456299,96.2375,84.6625
0.4299681782722473,0.2185872197151184,0.3425332307815552,0.43964555859565735,97.509765625,85.693359375,0.4380720257759094,0.25095295906066895,0.33769094944000244,0.4427042603492737,96.375,84.6375
0.4314369857311249,0.24369770288467407,0.3339579105377197,0.44803622364997864,94.7265625,82.861328125,0.4226638078689575,0.22201241552829742,0.33385878801345825,0.44145676493644714,96.2125,84.55
0.43011274933815,0.2720067501068115,0.32131004333496094,0.4343823790550232,97.16796875,85.44921875,0.4211808443069458,0.2354448139667511,0.3270028829574585,0.4365982711315155,96.5625,84.75
0.4010239839553833,0.2040376514196396,0.31940895318984985,0.42800065875053406,97.509765625,86.181640625,0.41903042793273926,0.24488051235675812,0.3210781514644623,0.4329128563404083,97.05,85.0875
