loss_val,mmd_loss_val,source_ce_loss_val,target_ce_loss_val,acc_total_source_val,acc_total_target_val,loss_train,mmd_loss_train,source_ce_loss_train,target_ce_loss_train,acc_total_source_train,acc_total_target_train
0.7513701319694519,0.39766725897789,0.7473933100700378,0.7771688103675842,50.146484375,49.169921875,0.6191295385360718,0.4933963716030121,0.6141955852508545,0.7257009744644165,62.325,53.1375
0.5458441972732544,0.6732686161994934,0.5391116142272949,0.6894636750221252,71.38671875,56.0546875,0.5302883386611938,0.5919259190559387,0.5243690609931946,0.6655755043029785,73.8125,57.5625
0.5014039278030396,0.663221001625061,0.49477168917655945,0.6499024629592896,77.24609375,58.7890625,0.501959502696991,0.6236845254898071,0.4957224428653717,0.6395778656005859,77.9,59.4375
0.49259504675865173,0.7065403461456299,0.48552969098091125,0.6371974945068359,78.3203125,59.86328125,0.48496344685554504,0.6823777556419373,0.47813960909843445,0.6250507235527039,80.4375,60.7875
0.4686356484889984,0.7661467790603638,0.4609742760658264,0.619244396686554,81.884765625,60.888671875,0.4708654582500458,0.7332931756973267,0.4635324776172638,0.6144920587539673,82.1625,61.6
0.45538726449012756,0.8149933815002441,0.44723737239837646,0.6080189943313599,84.716796875,62.841796875,0.45923516154289246,0.7850281000137329,0.4513848125934601,0.6073189973831177,83.8,62.7625
0.4514828026294708,0.9218199849128723,0.44226452708244324,0.6091325283050537,84.86328125,61.767578125,0.4495282769203186,0.8346989154815674,0.44118136167526245,0.6012342572212219,85.1375,63.325
0.4400752782821655,0.9573286175727844,0.4305020570755005,0.6042007803916931,86.9140625,63.525390625,0.4400099217891693,0.8589648008346558,0.4314202666282654,0.5954744219779968,86.2375,64.3625
0.4264879524707794,0.9175770282745361,0.4173122048377991,0.5907577872276306,88.28125,65.72265625,0.43216457962989807,0.8912429809570312,0.423252135515213,0.5893852114677429,87.2875,65.475
0.427254855632782,0.9559655785560608,0.41769516468048096,0.599766731262207,88.76953125,64.599609375,0.4243813753128052,0.8755196928977966,0.41562631726264954,0.5842623114585876,88.2,66.875
